closure_group_id,rca,ur,graph_children,length_m,lat,lon
{c0281674-d0cc-452f-b40c-911f9cc52a43},Waka Kotahi NZ Transport Agency,rural,2,165,-38.15007,176.23919
{9098c25d-02d3-494e-a55b-2e76f88d80b0},Waka Kotahi NZ Transport Agency,rural,1,164,-37.66569,176.20396
{fac1bfd8-6e7c-4336-8844-65134a062bea},Waka Kotahi NZ Transport Agency,rural,1,163,-37.70004,176.13528
{d196cdd2-e336-4ff7-b9f4-9da4fda4054f},Upper Hutt City Council,urban,1,163,-41.11620,175.06624
{7e8dfcdc-a254-4a96-be97-48104b026260},Waka Kotahi NZ Transport Agency,rural,1,161,-38.13701,176.29230
{ab3918be-93b4-49ac-8a07-303e5d12cf68},Waka Kotahi NZ Transport Agency,rural,1,160,-41.04056,174.88470
{f633ae6a-481e-4663-bc5c-c08d1f0c9f93},Waka Kotahi NZ Transport Agency,rural,1,158,-45.90181,170.44890
{2c94fc14-a45f-478f-b87e-8cfa41077c32},Waka Kotahi NZ Transport Agency,rural,1,158,-38.13436,176.29576
{1ca91ab5-6558-4d4d-8716-405333e1523d},Waka Kotahi NZ Transport Agency,,1,158,-36.85838,174.75609
{d6934d70-99f4-4562-88ed-b3f84eac898d},Waka Kotahi NZ Transport Agency,rural,1,157,-37.81149,175.77775
{c03b0257-fffb-48de-9cf7-4b3eaf51ef24},Waka Kotahi NZ Transport Agency,rural,1,157,-38.03981,175.78735
{a81934f7-3292-4bda-9133-34597f04c3b1},Waka Kotahi NZ Transport Agency,rural,1,156,-41.03551,175.51704
{e6974a2c-df2d-4b31-afce-6d914ec1c2c1},Upper Hutt City Council,urban,1,154,-41.10089,175.10337
{14482df7-07ee-4ab1-9464-7d46ac096b06},Waka Kotahi NZ Transport Agency,rural,1,153,-41.03442,175.51818
{139f956e-eb20-42b2-af39-28c657186385},Waka Kotahi NZ Transport Agency,rural,1,153,-36.85305,174.77335
{4d02a024-2521-4606-b028-2c79e98a5915},Upper Hutt City Council,rural,1,152,-41.09074,175.13781
{8b7fe60a-dabd-4f25-b978-930b475ac6c0},Waka Kotahi NZ Transport Agency,rural,1,151,-42.85071,171.55964
{d7ec4052-dd88-43d4-8ee0-b26cf6b190ab},Waka Kotahi NZ Transport Agency,rural,1,151,-37.07044,175.51872
{d6ab39e8-ebc4-427d-a8dd-7da18077ad1f},Waka Kotahi NZ Transport Agency,rural,1,151,-41.25129,173.06908
{f45cd5a9-a0da-474e-bed9-1dbb8beefd02},Waka Kotahi NZ Transport Agency,rural,1,149,-41.02861,175.52405
{6005f4ba-46f2-4a9e-91ef-a011bb3338ca},Waka Kotahi NZ Transport Agency,rural,1,148,-39.05712,174.08280
{0d3c2695-f749-4bd3-9971-fad03dac1d51},Waka Kotahi NZ Transport Agency,rural,1,148,-38.45362,176.69279
{431de014-9840-48a5-8ca9-3b4730b5c424},Waka Kotahi NZ Transport Agency,rural,1,147,-38.08934,176.21436
{2cd94578-a0ed-41d0-804e-37368869124e},Waka Kotahi NZ Transport Agency,rural,1,146,-41.90960,171.89753
{ba87c4a9-3647-403a-a270-d4306f717ca1},Waka Kotahi NZ Transport Agency,rural,2,145,-41.52855,171.96862
{d358b3cc-6428-42f7-9dd2-a410af49f106},Waka Kotahi NZ Transport Agency,rural,1,145,-37.65995,175.52523
{9d1c976f-2ecd-461a-96cc-aa9512183675},Waka Kotahi NZ Transport Agency,rural,1,144,-37.68431,176.22076
{c89e6312-3d11-488c-81dc-4eaf63963db2},Waka Kotahi NZ Transport Agency,rural,1,144,-39.05120,174.10606
{549306af-f0e5-4556-9d90-e1f023ebadac},Waka Kotahi NZ Transport Agency,rural,1,142,-37.81075,175.77632
{b50cb7f0-5ce7-46fb-bd2a-8c8f6dc60fa4},Waka Kotahi NZ Transport Agency,rural,1,142,-43.53998,172.56833
{0f7fe25f-74be-4636-a995-df69873d8fd7},Waka Kotahi NZ Transport Agency,rural,1,141,-38.66845,178.02748
{6b8ec8d3-f01f-4c2a-86b8-56832ee88664},Waka Kotahi NZ Transport Agency,rural,1,141,-41.15034,174.84098
{e7db446e-6b15-4dd1-ad03-b37d56260441},Waka Kotahi NZ Transport Agency,urban,1,139,-37.67393,176.21990
{c40613a1-f5e6-4270-904b-520aef241b0a},Waka Kotahi NZ Transport Agency,rural,5,139,-41.13857,174.84503
{8ee71f22-c3fe-459c-b03b-8ecf840ce3be},Waka Kotahi NZ Transport Agency,rural,2,139,-41.33661,173.18177
{fe8ac57c-2694-49b3-a48e-84a853b6ee19},Upper Hutt City Council,rural,1,137,-41.08733,175.14921
{5014f7cd-37e8-49f6-8235-5cfba9b2290b},Waka Kotahi NZ Transport Agency,rural,1,137,-37.14998,175.55050
{87ca52ac-d497-4c41-96d6-2a7772643cf8},Waka Kotahi NZ Transport Agency,rural,1,137,-37.30984,175.06733
{a7be798b-0867-4b3a-917c-d59e899a7f4f},Upper Hutt City Council,urban,1,137,-41.09526,175.12135
{cec3dc73-65a9-476a-b29c-78b400ac3295},Waka Kotahi NZ Transport Agency,rural,1,136,-37.64760,175.54628
{bb0f0ebc-6fee-4631-946d-7bcc4579951a},Waka Kotahi NZ Transport Agency,rural,1,135,-41.50270,173.96075
{d141d67f-2ea0-4d87-ba00-a3079c50f43b},Waka Kotahi NZ Transport Agency,rural,1,134,-38.11867,176.31492
{7893ae07-ceca-4a34-825f-2f5ea1a95c90},Waka Kotahi NZ Transport Agency,rural,1,133,-41.15750,174.83787
{a78a7b4d-d0c9-4757-b63d-4b2e77985825},Waka Kotahi NZ Transport Agency,rural,1,133,-44.01240,169.38360
{c3c5431b-925c-40a4-bfff-6508e6b226ec},Waka Kotahi NZ Transport Agency,rural,1,133,-37.81045,175.77526
{ef69ae63-3897-495e-9b2f-dbf2853dba38},Upper Hutt City Council,urban,1,132,-41.10041,175.10481
{00786f69-e193-46eb-a6c5-47973f859fe7},Upper Hutt City Council,rural,1,132,-41.08743,175.15073
{9938a8a4-35e4-41bc-bfab-618d212b4c25},Waka Kotahi NZ Transport Agency,rural,1,131,-41.99773,171.89494
{ea7ab56d-5d5c-4e53-93ae-94475d646373},Waka Kotahi NZ Transport Agency,rural,2,131,-37.81290,175.78050
{310738ef-9ec7-4acc-a1e6-39cd1fcef780},Waka Kotahi NZ Transport Agency,rural,1,128,-37.14506,175.66152
{6266bcba-9e37-4c82-aaa0-fd05eed7b10d},Waka Kotahi NZ Transport Agency,,1,128,-37.68398,176.16315
{67c9f723-798a-4fde-8ebb-51610d98c3c4},Waka Kotahi NZ Transport Agency,rural,1,127,-43.36833,170.18494
{4a90aa16-3554-493d-ab2b-d4c2018f570d},Waka Kotahi NZ Transport Agency,rural,1,127,-41.02523,175.52726
{477e4fa8-1069-429c-a3c9-c29b4f0b6b1b},Waka Kotahi NZ Transport Agency,,1,126,-37.69493,176.15580
{609b944a-46e5-431e-b3fc-3fe60130ec85},Waka Kotahi NZ Transport Agency,rural,1,126,-37.66560,176.20418
{a4744003-f61a-47e8-bf88-b7f62a42d6b1},Waka Kotahi NZ Transport Agency,rural,1,124,-37.11276,175.52181
{e29cbdbf-e5b6-4bff-85f8-c60d5f9b46b6},Waka Kotahi NZ Transport Agency,rural,1,123,-37.94719,175.65282
{0aa5c348-986c-4f93-afa3-05e8e2008f4d},Waka Kotahi NZ Transport Agency,rural,2,123,-41.03078,175.52192
{c8390eac-a02a-4c1b-a420-91a893eb16a8},Waka Kotahi NZ Transport Agency,rural,1,122,-41.50156,173.96106
{f6bf4f65-8b73-4ae5-a13c-7a7292cf27bf},Waka Kotahi NZ Transport Agency,rural,1,122,-41.52900,171.96771
{9dcf3c86-f34a-4e8a-95b9-fefdfea21d3f},Waka Kotahi NZ Transport Agency,,1,121,-36.85811,174.75570
{7f3cc0bc-3e51-4118-b96e-7dd4e82b756d},Waka Kotahi NZ Transport Agency,rural,1,121,-37.81238,175.78028
{ac4d94cc-ff9b-4095-a12c-e429c0809afc},Waka Kotahi NZ Transport Agency,rural,1,119,-41.15748,174.83805
{a94a738c-a056-49ac-825e-f8e696ccf45e},Waka Kotahi NZ Transport Agency,rural,1,118,-37.69905,176.12897
{8588f8ff-a2d8-45a0-8f8d-cbdf19e9489f},Waka Kotahi NZ Transport Agency,rural,2,118,-37.81017,175.77399
{1b295a23-cfa3-49ea-ac49-9bd57a8ea31c},Waka Kotahi NZ Transport Agency,rural,2,118,-41.04079,175.51127
{9d941ea4-d2b8-482f-bf7c-67f7c4a549b5},Waka Kotahi NZ Transport Agency,rural,1,118,-43.51789,171.65638
{b28f1fa3-1319-4d1a-b9bd-5ad85188caa7},Waka Kotahi NZ Transport Agency,rural,2,118,-41.01924,175.53278
{38051632-ebd5-4ef5-a3d0-88224b85a042},Waka Kotahi NZ Transport Agency,rural,1,117,-37.13785,175.54025
{8b5f1b9b-3eb8-4133-8635-e5e866bafb85},Waka Kotahi NZ Transport Agency,rural,1,117,-41.03972,175.51246
{bea82870-6e9e-4420-bdcc-c54108d44ba1},Waka Kotahi NZ Transport Agency,rural,1,116,-41.10229,174.86993
{183b1be6-a872-4aca-9d40-37b8c400b6a9},Waka Kotahi NZ Transport Agency,rural,2,115,-45.25573,169.39110
{7a1a3315-abeb-439c-b0db-6cf1dd2a76ce},Waka Kotahi NZ Transport Agency,rural,1,115,-37.80981,175.77404
{65b5c6e4-e3db-43e6-801d-23e8c8d57662},Waka Kotahi NZ Transport Agency,rural,1,115,-39.15588,174.20637
{d94f4294-a07c-4541-9616-fc68fb8c8831},Waka Kotahi NZ Transport Agency,rural,1,114,-41.10645,174.86754
{5cc807c5-60ec-415d-8328-413d14ca51f3},Waka Kotahi NZ Transport Agency,rural,1,113,-38.14515,176.23791
{167f5412-2108-4d56-b90c-659deaf88915},Waka Kotahi NZ Transport Agency,rural,1,113,-37.13610,175.53940
{da1ea383-bd52-4582-93ad-785ebe6683cc},Waka Kotahi NZ Transport Agency,rural,1,113,-41.10628,174.86737
{3b143c9c-ee88-47a6-a012-d4ca7e7d166b},Waka Kotahi NZ Transport Agency,rural,2,113,-41.02967,175.52303
{2b9d6986-22cf-4d87-b918-75c018a3a430},Waka Kotahi NZ Transport Agency,rural,1,111,-41.60713,171.87666
{b72dcb24-9645-437e-afce-48bb80ac8d73},Waka Kotahi NZ Transport Agency,rural,1,110,-38.66866,178.02901
{a535b4dd-1161-4442-9bf5-5d7be9aeb9d7},Waka Kotahi NZ Transport Agency,rural,2,110,-37.65909,175.52953
{0f2ce92f-0bed-4897-9094-535c60e4610f},Waka Kotahi NZ Transport Agency,rural,1,109,-37.13517,175.53895
{5b136e68-a950-4c06-9e61-d6c41530b7ca},Upper Hutt City Council,urban,1,108,-41.10232,175.09944
{20f18bd1-8922-4c83-a5b4-51c324c7f9fc},Waka Kotahi NZ Transport Agency,rural,1,107,-36.85598,174.65144
{22373810-29c1-481b-8b49-d93c244f3cfa},Waka Kotahi NZ Transport Agency,rural,1,107,-43.55501,172.67022
{2e9ecf85-f8f9-4059-84b8-4cbc9fd868cb},Waka Kotahi NZ Transport Agency,rural,1,106,-41.02768,175.52494
{6fa6cd1d-c644-424b-a177-ab0209e5c0b2},Waka Kotahi NZ Transport Agency,rural,1,105,-38.16020,176.25377
{b8dd86d8-7754-439f-a572-66b178bffaef},Waka Kotahi NZ Transport Agency,rural,1,105,-42.30907,172.20346
{103d158d-156a-486e-be9c-bff901a49e57},Upper Hutt City Council,rural,1,105,-41.09005,175.15384
{8a01f145-553a-4055-8141-6eff58f24326},Waka Kotahi NZ Transport Agency,rural,1,105,-37.64825,175.54520
{262fdabb-4b28-4941-b7ea-ea3bd8bfc740},Waka Kotahi NZ Transport Agency,rural,1,103,-37.81095,175.77644
{bad176ef-dbbd-4e87-94ad-1a7e5eb4e1f0},Upper Hutt City Council,rural,1,102,-41.12448,175.03125
{f5e89b77-835d-40ca-b43f-6d777e2da304},Waka Kotahi NZ Transport Agency,rural,1,101,-39.06240,174.06372
{8c7dbdb6-ab95-4ad0-9d71-e9614c8861a4},Waka Kotahi NZ Transport Agency,rural,1,101,-37.70271,176.14313
{73b9bc2f-f0f2-48c7-94a9-f2d4d33bdaa4},Waka Kotahi NZ Transport Agency,rural,1,101,-41.71019,171.76464
{51757976-a373-43f2-b51d-d0d330d4e5fd},Waka Kotahi NZ Transport Agency,,1,100,-37.69586,176.15454
{76ad217e-c904-4706-8307-70dad6158fc9},Waka Kotahi NZ Transport Agency,rural,2,100,-37.86427,175.45659
{ad0788fb-c11a-4a79-8712-d62a069bbfbe},Waka Kotahi NZ Transport Agency,rural,1,98,-37.73418,176.10744
{0f197983-36c8-4292-8395-403ebfb09a32},Waka Kotahi NZ Transport Agency,rural,3,97,-37.81031,175.77464
{d26acc4e-0292-41ce-b1bf-5ecd39f3e3d0},Waka Kotahi NZ Transport Agency,rural,1,97,-36.10233,174.24524
{758e2cc3-2db9-4da2-a6ba-e5615af6e13c},Waka Kotahi NZ Transport Agency,rural,1,97,-37.89728,175.50903
{c20b4b52-a002-4066-83a1-64ce024116d9},Waka Kotahi NZ Transport Agency,rural,1,96,-36.89347,174.80453
{4d5acd01-84fb-4ffe-9983-58de4e63ded6},Waka Kotahi NZ Transport Agency,rural,1,95,-38.45401,176.69407
{136e7d5a-5c5b-40c6-b63d-64c0e5b8f1c5},Waka Kotahi NZ Transport Agency,rural,1,95,-35.11907,173.32996
{ce9f1016-4a3f-43e2-842e-9829e9c5546c},Waka Kotahi NZ Transport Agency,rural,1,94,-41.26587,173.28064
{164f807d-07e2-4175-a39e-fed425632183},Waka Kotahi NZ Transport Agency,rural,4,94,-37.78296,175.25264
{978d624f-5777-4f0e-a120-3c4cf429e572},Waka Kotahi NZ Transport Agency,rural,1,94,-38.15930,176.25378
{9ca18a1c-c0eb-41d7-9af3-ab25995c8b3d},Waka Kotahi NZ Transport Agency,,1,93,-36.85653,174.75646
{07e08932-c069-4b45-b0e5-16d4c06052b5},Waka Kotahi NZ Transport Agency,rural,2,93,-36.79813,174.76358
{a6862db9-5213-4ee9-b877-a20a5d5afe32},Waka Kotahi NZ Transport Agency,,1,93,-37.68892,176.16032
{3130a911-564d-48c9-86f9-d00649d86005},Waka Kotahi NZ Transport Agency,,1,92,-36.85081,174.63653
{367f5bee-a35d-4dc0-a025-768adae77c0e},Waka Kotahi NZ Transport Agency,rural,1,91,-43.44104,170.07395
{a8a03e40-a1db-450c-b175-aedc7c29af23},Waka Kotahi NZ Transport Agency,rural,1,90,-37.68462,176.22949
{9ea7b0ea-cba2-444b-99f5-6cc33b88b6ab},Waka Kotahi NZ Transport Agency,rural,1,89,-37.71674,176.28807
{12ab2ab5-b81a-41c3-a414-5dc116c04eb4},Waka Kotahi NZ Transport Agency,rural,1,89,-37.71724,176.28860
{3c9944e9-193f-44f9-aebc-fc398e0ff942},Waka Kotahi NZ Transport Agency,,1,89,-37.70377,176.26426
{c5042c9d-c458-4abd-857c-c49da3f66b09},Waka Kotahi NZ Transport Agency,rural,1,89,-37.70025,176.13523
{c9009fb0-abde-4f66-9a8b-0924eaa33e7c},Waka Kotahi NZ Transport Agency,rural,1,88,-37.71282,176.27877
{0a8d91b2-e2fb-46e6-b8d1-5bfe294235c2},Waka Kotahi NZ Transport Agency,,1,88,-37.68945,176.23985
{3ae145d8-edba-4ede-adc0-47cbb6f908a0},Waka Kotahi NZ Transport Agency,rural,1,88,-41.10686,174.86645
{96a5d1e7-291d-4f52-8344-6505b4fdf853},Waka Kotahi NZ Transport Agency,,1,88,-37.69275,176.24586
{57734909-d352-4bc6-bd3f-6ee4064cb824},Waka Kotahi NZ Transport Agency,,1,88,-37.70666,176.26968
{c075a59e-a7f7-4585-a6f7-2865158ddc63},Waka Kotahi NZ Transport Agency,rural,1,86,-37.70308,176.14322
{098b3f7e-ff6b-4f9e-9477-da2a3a291d0c},Waka Kotahi NZ Transport Agency,rural,1,86,-42.12463,171.33150
{649a93b9-9b97-453a-89fb-2a43c849d08f},Waka Kotahi NZ Transport Agency,rural,1,86,-37.81188,175.77906
{9decb32f-fa37-4a90-8153-b646e20336bf},Wellington City Council,urban,1,85,-41.29953,174.78061
{7c13b203-6812-41f7-8d0a-5c777c651b24},Waka Kotahi NZ Transport Agency,rural,1,84,-37.71461,176.18335
{d2e3dee8-f544-49b5-b74e-8f1947b05db7},Waka Kotahi NZ Transport Agency,,1,84,-37.67823,176.16421
{73267539-bece-46fb-85ac-2932213a2a9d},Waka Kotahi NZ Transport Agency,rural,2,82,-38.21436,175.87053
{58811444-ba03-41be-80b8-1b749c83a015},Waka Kotahi NZ Transport Agency,rural,1,82,-42.92481,171.55718
{fd27bbf4-5ec1-4cf9-9518-473085c3f14b},Waka Kotahi NZ Transport Agency,,1,82,-36.85701,174.75604
{dcf4a89c-a6c8-4a8a-8708-464041cad045},Waka Kotahi NZ Transport Agency,,1,82,-37.67578,176.16566
{751604f5-5cf7-4422-b6aa-12b981e2c6c8},Waka Kotahi NZ Transport Agency,rural,1,81,-37.70565,176.26741
{a8b36e28-4756-4eff-9e6a-a379ef4a6fd7},Hastings District Council,urban,3,81,-39.66397,176.78260
{aef1e31e-4393-4dde-9a9b-bc495ad1018e},Waka Kotahi NZ Transport Agency,rural,1,81,-42.15202,171.75738
{cfb67d82-6f11-4934-a8f6-669fc80c6471},Waka Kotahi NZ Transport Agency,rural,1,80,-39.05544,174.08771
{969afac1-70b6-40e3-8f98-08a4ff0a7806},Waka Kotahi NZ Transport Agency,,1,80,-37.70317,176.26382
{8886d03f-d5a5-422b-8c35-54ad5471e2ec},Waka Kotahi NZ Transport Agency,rural,1,80,-42.75503,171.40249
{417388f6-2a12-4c87-8e26-84d6030328dd},Waka Kotahi NZ Transport Agency,,1,79,-37.67453,176.16814
{107390ba-1230-45fa-869b-d16dc3db3b5b},Waka Kotahi NZ Transport Agency,rural,1,78,-43.48842,172.10600
{09518323-cefb-4884-99b4-55d1a7838c8b},Waka Kotahi NZ Transport Agency,rural,1,78,-42.28734,171.67073
{b82c1d2a-2ff0-43fc-99d2-386d3af80026},Upper Hutt City Council,rural,1,78,-41.14529,174.99753
{3a749ab0-3bb5-4e04-abe8-7bd284753baf},Upper Hutt City Council,rural,1,78,-41.08883,175.14573
{e80fb8e0-06fa-486a-ac88-0d1ebf127dba},Waka Kotahi NZ Transport Agency,rural,1,78,-37.70784,175.20786
{e340a35b-c359-4356-a35f-86abba7e67c3},Waka Kotahi NZ Transport Agency,rural,1,77,-37.07145,175.51850
{f53e9c02-5f33-4d7b-845b-b87d6295fbcb},Waka Kotahi NZ Transport Agency,,1,76,-37.67787,176.16470
{4e53f0f7-67e7-470d-a53f-67e683e66bb3},Waka Kotahi NZ Transport Agency,rural,1,76,-38.12151,176.31356
{1ae410e0-4859-4ba6-b0ea-79bd4e171e39},Waka Kotahi NZ Transport Agency,rural,1,76,-37.81279,175.78127
{a37aeb66-deb8-4ea0-8f06-237f7b2f4d45},Waka Kotahi NZ Transport Agency,rural,1,75,-41.13219,174.90028
{0ed6d5b8-f258-4d66-b445-ef9fcbb59c80},Waka Kotahi NZ Transport Agency,rural,1,75,-36.91688,174.83421
{ea2afd1f-5864-43db-9956-8b9ac10873fe},Waka Kotahi NZ Transport Agency,rural,1,75,-36.85658,174.65180
{a3ba7fdd-d167-43f7-a0aa-a21359633565},Waka Kotahi NZ Transport Agency,rural,1,73,-37.65203,175.53892
{bcd5fc99-4507-4edf-92f4-f9e77050b972},Waka Kotahi NZ Transport Agency,,1,72,-37.69867,176.15301
{3f2583d7-e905-4c36-8860-b907be76a6c8},Waka Kotahi NZ Transport Agency,rural,5,72,-41.51351,173.95968
{cee54560-acb7-48dd-91f8-7183789358cd},Waka Kotahi NZ Transport Agency,rural,1,71,-35.11890,173.32908
{620e50c0-87ff-4e85-afeb-a0e6f224b371},Waka Kotahi NZ Transport Agency,rural,1,71,-42.76098,171.33397
{ae366db6-bd7d-4b33-8002-4f5451e62e24},Waka Kotahi NZ Transport Agency,rural,1,71,-37.94287,175.66883
{a2416af6-a76b-4f85-ab88-10435976f885},Waka Kotahi NZ Transport Agency,rural,1,71,-42.86728,171.55612
{40efdbda-bb77-491c-8a8e-5414719147c5},Waka Kotahi NZ Transport Agency,rural,1,69,-37.71287,176.27830
{ada69cb6-27c2-4feb-886a-a6d68986c7ab},Upper Hutt City Council,rural,1,69,-41.14538,174.99840
{13de186e-d467-4755-8755-1e2bea8ead10},Waka Kotahi NZ Transport Agency,,1,68,-37.69228,176.24555
{a010b348-1864-442d-bb3f-9713e5e511d4},Waka Kotahi NZ Transport Agency,,1,68,-37.67442,176.16782
{36009429-9544-4917-8f97-74027f0070b6},Waka Kotahi NZ Transport Agency,rural,1,68,-37.11204,175.52122
{ed45a7a5-9b83-4552-9bc0-a5b95bd38c72},Waka Kotahi NZ Transport Agency,,1,67,-37.68983,176.23983
{f837ff4e-a0eb-4b0c-9f03-057dcaaca089},Waka Kotahi NZ Transport Agency,rural,3,67,-45.13026,170.09974
{6c4ad38d-4ed3-4fe7-8e8a-421aa84d6d4a},Waka Kotahi NZ Transport Agency,rural,1,67,-37.69542,176.12622
{f5aa13af-9a95-45eb-9d85-070f0bd3bc85},Upper Hutt City Council,rural,2,65,-41.14519,174.99609
{26e966c4-247c-41de-84aa-6a9151aac4f1},Waka Kotahi NZ Transport Agency,,1,65,-45.90175,170.45074
{f0bfd5d2-08ee-469f-a14d-547d4cea2601},Waka Kotahi NZ Transport Agency,rural,1,65,-35.40940,173.80527
{eec630de-de58-4ece-807d-f3c2cb210454},Waka Kotahi NZ Transport Agency,rural,1,65,-41.64099,171.84321
{e75ef062-ff06-4dd1-adad-876f21c1d8a3},Waka Kotahi NZ Transport Agency,rural,1,65,-42.45011,171.21123
{53465a39-2b0a-4a76-b9d1-4206d2a93ca1},Upper Hutt City Council,urban,1,64,-41.09449,175.12564
{5e2a05b9-5160-47de-8463-c2f1ef6066a9},Upper Hutt City Council,urban,1,64,-41.12313,175.03901
{0edb70af-862f-457d-8da9-09d7c90882ab},Waka Kotahi NZ Transport Agency,rural,1,64,-39.15605,174.20761
{b5f1ea57-cb26-4853-85b6-d27bf5d8c301},Waka Kotahi NZ Transport Agency,rural,1,63,-41.33497,173.18626
{48d6f583-23f3-4ecf-9dba-86e5129d7d44},Waka Kotahi NZ Transport Agency,rural,1,63,-44.03966,169.37983
{5fc4fb50-ce45-412e-aba6-a5d4d485cfe7},Waka Kotahi NZ Transport Agency,rural,1,63,-37.70248,176.13984
{3f7af334-5600-4714-9427-b861b7b7e115},Waka Kotahi NZ Transport Agency,rural,1,63,-37.71456,176.28102
{715ba47e-9c7f-4f0d-9c63-77dbdab1e028},Waka Kotahi NZ Transport Agency,rural,5,63,-40.97117,174.98339
{9d3244a4-43e3-4152-a189-4693dfa6ab7a},Waka Kotahi NZ Transport Agency,rural,1,63,-35.46167,173.64802
{1c494045-7bc6-4b7c-ab82-02b20347b7d4},Waka Kotahi NZ Transport Agency,,1,63,-45.90127,170.42904
{3d9aa418-bf52-4e80-95f8-858f0f7ab759},Waka Kotahi NZ Transport Agency,rural,1,63,-36.81226,174.75060
{8aef42b8-ab6a-481c-a81f-71eeec687f92},Upper Hutt City Council,rural,1,62,-41.10515,175.09820
{756aec6e-8c39-4f21-8204-2ab4b8730660},Waka Kotahi NZ Transport Agency,,1,62,-37.67442,176.17127
{2fd0baa2-7f2f-4cbb-9d1d-2f0291480b1a},Upper Hutt City Council,rural,1,61,-41.11478,175.23180
{36680074-2f71-4a79-a538-dc4869dc2d89},Waka Kotahi NZ Transport Agency,rural,1,61,-36.98996,175.84650
{f0a56478-b13e-4fa9-985d-91eb32fabec0},Waka Kotahi NZ Transport Agency,rural,1,61,-37.80895,175.77196
{bd246ed3-652f-4013-9a1a-bce31eff1df6},Waka Kotahi NZ Transport Agency,urban,4,61,-40.98306,174.97020
{fd88ace0-345f-41de-9856-90646db34698},Waka Kotahi NZ Transport Agency,rural,1,58,-41.14344,173.00911
{ab393059-d47d-4134-894b-13790a68325e},Waka Kotahi NZ Transport Agency,rural,1,58,-42.39212,171.45915
{46d8da5e-8886-4fca-9c90-4f9c06f0bc49},Waka Kotahi NZ Transport Agency,,1,57,-37.67417,176.17135
{d1f05499-46a0-4e93-a637-4d69d7e7420c},Waka Kotahi NZ Transport Agency,rural,1,57,-36.12245,174.18682
{42ca0b4d-ad7a-46fd-a83b-611360445bd2},Waka Kotahi NZ Transport Agency,urban,1,57,-37.68266,176.22603
{4bb2b61e-80bf-42a3-a041-46258c2cbe18},Waka Kotahi NZ Transport Agency,,1,57,-43.48948,172.65221
{8c0dc5ab-cc33-492a-beb1-f36a76737eb8},Waka Kotahi NZ Transport Agency,rural,1,56,-37.69551,176.12602
{6d678b1e-faaf-46bb-9795-d151b3320db9},Upper Hutt City Council,urban,1,56,-41.11628,175.06508
{8b683dd8-fc9d-4935-ae79-d53cf1172b74},Waka Kotahi NZ Transport Agency,rural,1,56,-38.41412,175.10902
{e52f7405-11ce-40b2-a93c-6e421383965b},Waka Kotahi NZ Transport Agency,rural,1,56,-42.02291,171.86837
{4dbcba61-cee8-4baf-ac17-090f3536a850},Waka Kotahi NZ Transport Agency,rural,1,55,-40.96423,175.60992
{5ca68676-8527-4feb-8026-a740fb9385b5},Waka Kotahi NZ Transport Agency,rural,1,55,-43.40472,170.09672
{d16200b7-55b7-4a19-a9c8-9b5a947a67ae},Waka Kotahi NZ Transport Agency,rural,1,55,-41.08241,174.86946
{a4cd7a60-8cd3-4d88-af23-b39e1626b473},Waka Kotahi NZ Transport Agency,rural,1,54,-40.98179,174.96969
{3e901632-480a-4fae-91ad-c902680b7823},Waka Kotahi NZ Transport Agency,rural,1,53,-43.57043,172.69118
{c6a81b42-27c7-467a-955b-bd0c64889f02},Waka Kotahi NZ Transport Agency,rural,1,52,-35.09925,173.25979
{0c0dd319-ad47-478d-8fcd-a03b3f6efa75},Waka Kotahi NZ Transport Agency,rural,1,52,-36.09950,174.23630
{84a223d2-9d42-47ff-901b-eb7248da884d},Waka Kotahi NZ Transport Agency,,1,52,-37.66983,176.21367
{38ff8117-3608-42bb-b748-f2100b79202b},Waka Kotahi NZ Transport Agency,rural,1,52,-43.40288,170.11767
{08201b84-6c29-4ae5-ade8-000bd363852b},Waka Kotahi NZ Transport Agency,rural,1,51,-41.24717,174.81382
{7fb2f298-a986-45fb-bbcd-8a75823ec921},Upper Hutt City Council,rural,1,51,-41.09794,175.11083
{ef872acd-fe2b-42e9-8f4d-72857c6e3841},Upper Hutt City Council,rural,1,50,-41.12276,175.03946
{1375f3b1-b4f4-4b55-aea7-561170215042},Waka Kotahi NZ Transport Agency,rural,1,50,-46.42719,168.35090
{42f469f9-f241-46dc-b911-61969ad707ba},Waka Kotahi NZ Transport Agency,rural,1,49,-43.75812,169.14948
{29aaff73-20a3-4415-8dcc-c0207d6dbc66},Waka Kotahi NZ Transport Agency,rural,1,49,-37.69518,176.12560
{51db1d9c-0d2f-4005-8a6b-a477a3d4dbd1},Upper Hutt City Council,rural,1,48,-41.12222,175.03614
{42ca81b0-fbf1-4bfa-9ba2-d94d159ca0c3},Waka Kotahi NZ Transport Agency,rural,1,47,-41.08285,174.86926
{88b833a7-b59d-4692-8960-8ccc102cc4aa},Waka Kotahi NZ Transport Agency,rural,1,46,-36.81212,174.75150
{1be389bb-f816-4571-a053-cf63b3f860ca},Waka Kotahi NZ Transport Agency,rural,1,45,-36.79814,174.76365
{49f30def-9588-4285-ac5d-704059700511},Waka Kotahi NZ Transport Agency,rural,1,44,-37.95338,176.78551
{9f4de03e-63ff-4b9e-961e-8a0b7dee0d36},Upper Hutt City Council,rural,1,43,-41.14497,174.99664
{8e4b852d-9b9c-4cba-8b72-5bdeff2286aa},Waka Kotahi NZ Transport Agency,rural,1,42,-43.38495,170.13195
